from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U1785Z4,U1785Z4,1,,348_1021_200614,369_679_200614
U1785Z4,U1785Z4,1,,348_1000_200614,369_551_200614
U1785Z3,U1785Z3,1,,348_578_200522,369_554_200125
U1308Z2,U1308Z2,1,,368_285_200614,369_680_200614
U1785Z3,U1785Z3,1,,348_725_200523,369_620_200125
U1785Z4,U1785Z4,1,,348_1024_200614,369_682_200614
U1785Z4,U1785Z4,1,,348_1025_200614,369_608_200614
U1785Z3,U1785Z3,1,,348_742_200523,369_611_200124
U1785Z3,U1785Z3,1,,348_621_200522,369_611_200124
U1785Z4,U1785Z4,1,,470_76_200111,369_684_200614
U1308Z2,U1308Z2,1,,368_284_200614,369_684_200614
U1785Z3,U1785Z3,1,,348_623_200522,369_569_200124
U1785Z4,U1785Z4,1,,348_1029_200620,369_560_200614
U1785Z3,U1785Z3,1,,348_686_200523,369_646_200125
U1785Z3,U1785Z3,1,,471_402_200614,369_579_200125
U1785Z3,U1785Z3,1,,348_688_200523,369_579_200125
U1785Z3,U1785Z3,1,,348_682_200523,369_649_200125
U1785Z4,U1785Z4,1,,348_1005_200614,369_689_200614
U1785Z3,U1785Z3,1,,348_684_200523,369_651_200125
U1785Z4,U1785Z4,1,,348_1020_200614,369_690_200614
U1785Z3,U1785Z3,1,,471_396_200614,369_654_200125
U1785Z4,U1785Z4,1,,348_1036_200620,369_692_200614
U1785Z3,U1785Z3,1,,471_398_200614,369_657_200125
U1785Z3,U1785Z3,1,,348_738_200523,369_657_200125
U1785Z3,U1785Z3,1,,348_740_200523,369_659_200125
U1785Z4,U1785Z4,1,,348_577_200522,369_675_200614
U1785Z4,U1785Z4,1,,348_1018_200614,369_696_200614
U1785Z3,U1785Z3,1,,348_736_200523,369_570_200125
U1785Z4,U1785Z4,1,,348_999_200614,369_697_200614
U1785Z3,U1785Z3,1,,348_731_200523,369_665_200125
U1785Z4,U1785Z4,1,,348_998_200614,369_701_200614
U1785Z3,U1785Z3,1,,348_727_200523,369_671_200125
U1785Z3,U1785Z3,1,,348_729_200523,369_673_200125
U1785Z4,U1785Z4,1,,348_1026_200614,369_703_200614
U2222Z2,U2222Z1,1,,370_105_190629,372_29_190727
U2222Z1,U2222Z1,1,,373_125_190727,370_106_180501
U675Z11P,U675Z11,1,,905_189_200302,958_4_191223
U2222Z2,U2222Z2,1,,370_194_190629,373_66_190629
U1827Z1,U1827Z1,1,,367_559_200201,2000_12_200427
U1827Z1,U1827Z1,1,,367_559_200518,2000_12_200427
U1827Z1,U1827Z1,1,,367_554_200201,2000_1_200427
U1829Z4,U1829Z3,1,,375_1202_200201,666_33_190929
U1827Z1,U1827Z1,1,,367_583_200201,2000_21_200501
U1827Z1,U1827Z1,1,,367_612_200203,2000_21_200501
U1829Z4,U1829Z3,1,,375_1216_200201,666_35_190929
U1829Z4,U1829Z3,1,,375_1228_200201,667_14_191116
U1827Z1,U1827Z1,1,,375_1194_200201,2000_22_200501
U1984Z4,U1984Z2,1,,421_290_200426,381_47_191130
U1984Z4,U1984Z2,1,,421_223_191116,381_47_191130
U1984Z3,U1984Z1,1,,421_124_191117,381_48_191201
U1984Z4,U1984Z1,1,,421_273_200523,381_48_191201
U2008Z2,U2008Z2,1,,491_23_190525,381_49_191201
U1984Z4,U1984Z2,1,,421_284_200523,381_50_191130
U1984Z4,U1984Z2,1,,421_284_200620,381_50_191130
U1984Z3,U1984Z1,1,,421_286_200503,381_51_191201
U1984Z3,U1984Z1,1,,421_286_200425,381_51_191201
U1984Z3,U1984Z2,1,,421_122_191117,381_52_191201
U1984Z4,U1984Z2,1,,421_287_200523,381_52_191201
U2008Z4,U2008Z2,1,,489_32_191124,387_42_190901
U2008Z4,U2008Z2,1,,489_39_191123,387_43_190901
U1984Z4,U1984Z1,1,,421_290_200426,381_57_191201
U1984Z4,U1984Z1,1,,421_223_191116,381_57_191201
U2008Z4,U2008Z2,1,,489_37_191124,381_58_191201
U2008Z4,U2008Z2,1,,489_36_191123,387_48_181028
U2008Z4,U2008Z1,1,,489_37_191124,381_59_191201
U1984Z3,U1984Z1,1,,421_289_200426,381_59_191201
U1984Z4,U1984Z1,1,,421_123_191117,381_59_191201
U1984Z3,U1984Z2,1,,421_124_191117,381_60_191201
U1984Z4,U1984Z2,1,,421_273_200523,381_60_191201
U2008Z2,U2008Z2,1,,382_97_200501,381_35_190524
U2008Z2,U2008Z2,1,,382_78_200427,381_35_190524
U2008Z2,U2008Z2,1,,382_41_200627,381_35_190524
U1984Z3,U1984Z2,1,,421_285_200426,381_61_190526
U2019Z4,U2019Z1,1,,492_98_200501,382_88_200524
U2019Z4,U2019Z1,1,,492_100_200501,382_98_200503
U1984Z3,U1984Z1,1,,421_285_200426,381_55_191201
U1984Z3,U1984Z2,1,,421_286_200503,381_56_191201
U2008Z2,U2008Z1,1,,491_23_190525,387_17_180729
U1984Z3,U1984Z1,1,,421_122_191117,381_63_191202
U1984Z3,U1984Z1,1,,421_268_200420,381_63_191202
U1984Z4,U1984Z1,1,,421_287_200523,381_63_191202
U1984Z4,U1984Z1,1,,421_266_200420,381_63_191202
U1984Z3,U1984Z2,1,,421_289_200426,381_64_191201
U1984Z4,U1984Z2,1,,421_123_191117,381_64_191201
U286Z5P,U286Z5,1,,911_351_200302,959_9_200302
U336Z1P,U336Z1,1,,903_32_200302,959_9_200302
U2008Z1,U2008Z3,1,,382_72_200427,489_6_191123
U2008Z1,U2008Z3,1,,382_28_200627,489_6_191123
U1686Z3,U1686Z1,1,,630_462_200523,386_98_200307
U1686Z3,U1686Z1,1,,630_454_200523,386_100_200307
U1686Z3,U1686Z1,1,,630_464_200523,386_19_191215
U1686Z3,U1686Z1,1,,630_456_200523,386_102_200307
U1686Z3,U1686Z1,1,,630_466_200523,386_23_191215
U1686Z3,U1686Z1,1,,630_458_200523,386_104_200307
U4777Z15,U4777Z8,1,,580_144_191221,389_210_200606
U4777Z5,U4777Z8,1,,590_187_200516,389_210_200606
U4777Z15,U4777Z8,1,,580_146_191221,389_218_200606
U4777Z5,U4777Z8,1,,590_189_200516,389_218_200606
U4777Z15,U4777Z8,1,,580_148_191221,389_206_200606
U4777Z5,U4777Z8,1,,590_191_200516,389_206_200606
U4777Z15,U4777Z8,1,,580_150_191221,389_208_200606
U4777Z5,U4777Z8,1,,590_193_200516,389_208_200606
U1851Z2,U1851Z4,1,,317_177_200508,395_1_200508
U1851Z2,U1851Z4,1,,317_171_200508,395_7_200508
U1851Z2,U1851Z4,1,,317_179_200508,395_170_200508
U1851Z2,U1851Z4,1,,317_165_200508,395_18_200508
U1851Z2,U1851Z4,1,,317_165_200316,395_18_200508
U1851Z2,U1851Z4,1,,317_168_200508,395_24_200508
U1851Z2,U1851Z4,1,,317_169_200508,395_181_200508
U1851Z2,U1851Z4,1,,317_175_200508,395_38_200508
U1851Z10,U1851Z9,1,,395_199_190901,392_3_190629
U1851Z1,U1851Z4,1,,392_2_190901,395_48_200420
U1851Z1,U1851Z4,1,,392_7_190901,395_50_200508
U1851Z10,U1851Z9,1,,395_209_190901,392_5_190629
U1851Z10,U1851Z9,1,,395_167_200601,392_6_190629
U1851Z10,U1851Z9,1,,395_173_190901,392_8_190629
U1851Z2,U1851Z4,1,,317_172_200508,395_54_200420
U1851Z2,U1851Z4,1,,317_172_200316,395_54_200420
U1851Z1,U1851Z4,1,,392_4_190901,395_60_200508
U1278Z3,U1278Z1,1,,662_42_200606,398_101_191215
U1430Z4,U1430Z2,1,,661_31_181007,398_102_191215
U1278Z3,U1278Z1,1,,662_43_200606,398_103_191215
U1278Z2,U1278Z2,1,,662_44_200606,398_106_191215
U1278Z2,U1278Z2,1,,662_39_200606,398_108_191215
U1278Z3,U1278Z1,1,,662_40_200606,398_109_191215
U1430Z4,U1430Z2,1,,661_141_200515,398_110_191215
U1278Z3,U1278Z1,1,,662_34_200606,398_111_191215
U1278Z3,U1278Z1,1,,662_34_200604,398_111_191215
U1430Z4,U1430Z2,1,,661_152_200516,398_112_191215
U1278Z3,U1278Z1,1,,662_31_200606,398_113_191215
U1434Z2,U1434Z2,1,,443_133_200404,398_114_191215
U1984Z2,U1984Z4,1,,381_50_191130,421_284_200523
U1984Z1,U1984Z3,1,,381_55_191201,421_285_200426
U1984Z2,U1984Z3,1,,381_61_190526,421_285_200426
U1984Z1,U1984Z4,1,,381_57_191201,421_290_200426
U1984Z2,U1984Z4,1,,381_47_191130,421_290_200426
U1984Z1,U1984Z3,1,,381_59_191201,421_289_200426
U1984Z2,U1984Z3,1,,381_64_191201,421_289_200426
U1984Z1,U1984Z4,1,,381_48_191201,421_273_200523
U1984Z2,U1984Z4,1,,381_60_191201,421_273_200523
U1984Z1,U1984Z3,1,,381_51_191201,421_286_200503
U1984Z2,U1984Z3,1,,381_56_191201,421_286_200503
U1984Z1,U1984Z4,1,,381_63_191202,421_287_200523
U1984Z2,U1984Z4,1,,381_52_191201,421_287_200523
U2109Z1,U2109Z1,1,,332_32_200229,452_267_191224
U2490Z51,U2490Z54,1,,361_81_200620,438_237_200425
U2490Z51,U2490Z54,1,,390_46_200620,438_33_200425
U2490Z51,U2490Z54,1,,361_89_200620,438_240_200425
U2109Z1,U2109Z1,1,,332_90_200316,452_272_191224
U2109Z1,U2109Z1,1,,332_19_200316,452_278_191224
U2109Z1,U2109Z1,1,,332_5_200316,452_274_191224
U2109Z1,U2109Z1,1,,332_88_200316,452_276_191224
U2490Z51,U2490Z54,1,,361_79_200620,438_242_200425
U2109Z1,U2109Z1,1,,332_70_200316,452_280_190608
U2109Z1,U2109Z1,1,,332_124_190831,452_269_191224
U1793Z3,U1793Z5,1,,369_577_200124,467_247_191102
U1793Z3,U1793Z5,1,,369_563_200124,467_249_191102
U1793Z3,U1793Z5,1,,369_619_200124,467_251_191102
U1785Z4,U1785Z4,1,,369_677_200614,471_392_200614
U1785Z4,U1785Z4,1,,369_685_200614,471_397_200614
U1785Z4,U1785Z4,1,,369_703_200614,471_401_200614
U1827Z1,U1827Z1,1,,367_567_200201,2000_23_200501
U2008Z1,U2008Z3,1,,381_40_190526,489_33_191123
U2008Z1,U2008Z3,1,,381_80_191207,489_33_191123
U2008Z1,U2008Z3,1,,387_50_190331,489_35_191123
U2008Z1,U2008Z3,1,,387_32_190902,489_35_191123
U2008Z1,U2008Z3,1,,381_63_191202,489_16_191124
U2008Z1,U2008Z3,1,,382_94_200503,489_38_191124
U2008Z1,U2008Z3,1,,382_100_200503,489_72_191123
U2008Z1,U2008Z3,1,,382_100_200501,489_72_191123
U2008Z1,U2008Z3,1,,382_43_200627,489_72_191123
U2008Z1,U2008Z3,1,,387_47_180501,491_22_191201
U2008Z1,U2008Z3,1,,387_47_180505,491_22_191201
U2008Z2,U2008Z3,1,,381_60_191201,491_22_191201
U2008Z2,U2008Z3,1,,381_60_191130,491_22_191201
U2008Z1,U2008Z3,1,,381_53_191201,491_15_191201
U2008Z1,U2008Z3,1,,381_53_191202,491_15_191201
U2020Z2,U2020Z2,1,,382_87_200501,492_103_200503
U2016Z1,U2016Z1,1,,381_59_191201,659_28_200118
U2016Z1,U2016Z1,1,,381_59_191207,659_28_200118
U2019Z2,U2019Z4,1,,382_89_200524,492_99_200501
U2019Z2,U2019Z4,1,,382_89_200501,492_99_200501
U2019Z2,U2019Z4,1,,382_44_200627,492_99_200501
U2019Z2,U2019Z4,1,,382_104_200503,492_104_200503
U3287Z12,U3287Z6,1,,395_174_190901,512_2_190629
U3287Z12,U3287Z6,1,,395_168_190901,511_4_190629
U3287Z12,U3287Z6,1,,395_175_190901,512_4_190629
U3287Z12,U3287Z6,1,,395_178_190901,511_6_190629
U3287Z12,U3287Z6,1,,395_192_190901,512_6_190629
U3287Z12,U3287Z6,1,,395_182_190901,511_8_190629
U4777Z15,U4777Z3,1,,389_211_200601,580_145_191221
U4777Z17,U4777Z3,1,,609_710_200201,580_145_191221
U4777Z15,U4777Z3,1,,389_205_200601,580_147_191221
U4777Z17,U4777Z3,1,,609_718_200201,580_147_191221
U4777Z15,U4777Z3,1,,389_207_200601,580_149_191221
U4777Z17,U4777Z3,1,,609_726_200201,580_149_191221
U4777Z15,U4777Z3,1,,389_209_200601,580_151_191221
U4777Z17,U4777Z3,1,,609_714_200201,580_151_191221
U4770Z2,U4769Z2,1,,342_86_191201,612_322_190824
U4770Z2,U4769Z2,1,,342_86_191202,612_322_190824
U4770Z2,U4769Z2,1,,342_78_191201,612_324_190824
U4770Z2,U4769Z2,1,,342_71_191201,612_326_190824
U4770Z2,U4769Z2,1,,342_88_191201,612_328_190824
U4770Z2,U4769Z2,1,,342_80_191201,612_330_190824
U4770Z2,U4769Z2,1,,342_73_191201,612_332_190824
U4770Z2,U4769Z2,1,,342_73_191202,612_332_190824
U4770Z2,U4769Z2,1,,342_90_191201,612_334_190824
U4770Z2,U4769Z2,1,,342_82_191201,612_336_190824
U4770Z2,U4769Z2,1,,342_75_191201,612_338_190824
U4398Z1,U4398Z1,1,,342_79_191201,624_362_191106
U4398Z1,U4398Z1,1,,342_72_191201,624_364_191106
U4398Z1,U4398Z1,1,,342_72_191202,624_364_191106
U4398Z1,U4398Z1,1,,342_89_191201,624_366_191106
U4398Z1,U4398Z1,1,,342_81_191201,624_389_191109
U4398Z1,U4398Z1,1,,342_74_191201,624_391_191109
U4398Z1,U4398Z1,1,,342_91_191201,624_392_191109
U4398Z1,U4398Z1,1,,342_83_191201,624_374_191109
U4777Z15,U4777Z4,1,,389_211_200601,627_3_200523
U4777Z15,U4777Z4,1,,389_205_200601,627_5_200523
U4777Z15,U4777Z4,1,,389_207_200601,627_7_200521
U4777Z15,U4777Z4,1,,389_209_200601,627_9_200523
U1278Z2,U1278Z2,1,,398_104_191215,662_38_200607
U1278Z1,U1278Z3,1,,398_111_191215,662_34_200606
U1278Z1,U1278Z3,1,,398_169_191221,662_34_200606
U1984Z1,U1984Z3,1,,381_63_191202,421_122_191117
U1984Z2,U1984Z3,1,,381_52_191201,421_122_191117
U1984Z1,U1984Z4,1,,381_59_191201,421_123_191117
U1984Z2,U1984Z4,1,,381_64_191201,421_123_191117
U1278Z2,U1278Z2,1,,398_108_191215,662_39_200606
U1278Z1,U1278Z3,1,,398_109_191215,662_40_200606
U1278Z1,U1278Z3,1,,398_174_191221,662_40_200606
U1278Z2,U1278Z3,1,,398_114_191215,662_40_200606
U1278Z1,U1278Z3,1,,398_101_191215,662_42_200606
U1278Z1,U1278Z3,1,,398_167_191221,662_42_200606
U1278Z1,U1278Z3,1,,398_103_191215,662_43_200606
U1278Z1,U1278Z3,1,,398_103_191216,662_43_200606
U1278Z2,U1278Z2,1,,398_106_191215,662_44_200606
U1278Z1,U1278Z3,1,,398_113_191215,662_31_200606
U1984Z1,U1984Z3,1,,381_48_191201,421_124_191117
U1984Z2,U1984Z3,1,,381_60_191201,421_124_191117
U9176Z2,U9176Z1,1,,467_247_191102,668_24_190907
U9176Z2,U9176Z1,1,,467_249_191102,668_26_190907
U9176Z2,U9176Z1,1,,467_251_191102,668_28_190907
U1829Z4,U1829Z3,1,,375_1222_200201,667_15_190929
U1829Z4,U1829Z2,1,,375_1178_200201,669_31_190929
U1829Z4,U1829Z2,1,,375_1238_200201,669_26_190929
U1829Z4,U1829Z3,1,,375_1202_200201,667_16_190929
U1829Z4,U1829Z2,1,,375_1244_200201,669_34_190929
U3257Z2,U1829Z2,1,,375_1246_200201,669_36_190929
U3257Z2,U1829Z2,1,,375_1218_200201,669_38_190929
U28Z1P,U28Z1P,1,,221_781_191215,163_940_200302
U28Z1P,U28Z1P,1,,221_756_191215,163_929_200302
U28Z1P,U28Z1P,1,,221_808_191215,163_916_200302
U107Z1P,U107Z1P,1,,228_336_200302,240_1141_200302
U1500Z2,U1500Z1,1,,303_528_190916,344_369_190304
U1500Z2,U1500Z1,1,,303_530_190916,344_374_190403
U1500Z2,U1500Z1,1,,344_417_190403,303_485_190916
U1500Z2,U1500Z1,1,,303_604_190916,344_376_190403
U1500Z2,U1500Z1,1,,344_404_190403,303_489_190916
U1500Z2,U1500Z1,1,,344_367_190304,303_593_190916
U1500Z2,U1500Z1,1,,344_375_190403,303_493_190916
U1500Z2,U1500Z1,1,,303_486_190916,344_386_190403
U1500Z2,U1500Z1,1,,303_515_190916,344_388_190403
U1500Z2,U1500Z1,1,,344_424_190304,303_499_190916
U1500Z2,U1500Z1,1,,303_517_190916,344_392_190403
U1500Z2,U1500Z1,1,,303_601_190916,344_396_190403
U1500Z2,U1500Z1,1,,344_413_190403,303_503_190916
U1500Z2,U1500Z1,1,,344_377_190403,303_505_190916
U1500Z2,U1500Z1,1,,344_422_190403,303_595_190916
U1500Z2,U1500Z1,1,,344_408_190403,303_514_190916
U1500Z2,U1500Z1,1,,344_385_190403,303_518_190916
U1500Z2,U1500Z1,1,,303_494_190916,344_402_190304
U1500Z2,U1500Z1,1,,344_387_190403,303_520_190916
U1500Z1,U1500Z1,1,,344_384_190403,303_529_190916
U1500Z2,U1500Z1,1,,303_519_190916,344_416_190403
U1500Z2,U1500Z1,1,,344_403_190304,303_602_190916
U1500Z2,U1500Z1,1,,303_490_190916,344_410_190403
U1500Z2,U1500Z1,1,,344_406_190403,303_50_190902
U1500Z2,U1500Z1,1,,303_598_190916,344_412_190403
U1500Z2,U1500Z1,1,,303_504_190916,344_414_190304
U1500Z2,U1500Z1,1,,303_596_190916,344_407_190403
U1500Z2,U1500Z1,1,,344_415_190304,303_524_190916
U1499Z2,U1499Z2,1,,655_475_200518,344_418_190304
U1500Z2,U1500Z1,1,,303_534_190916,344_419_190304
U1500Z2,U1500Z1,1,,303_502_190916,344_421_190403
U1500Z2,U1500Z1,1,,344_397_190403,303_603_190916
U1500Z2,U1500Z1,1,,303_521_190916,344_423_190403
U1500Z2,U1500Z1,1,,344_393_190403,303_54_200518
U3143Z1,U3143Z2,1,,584_20_191216,305_197_200518
U3143Z1,U3143Z2,1,,305_199_200518,584_1_191216
U3143Z1,U3143Z2,1,,305_230_200518,584_5_200518
U3143Z1,U3143Z2,1,,584_12_191216,305_200_200518
U3143Z1,U3143Z2,1,,584_10_191216,305_202_200518
U3143Z1,U3143Z2,1,,584_4_191216,305_211_200518
U3143Z1,U3143Z2,1,,584_14_191216,305_44_200106
U3143Z1,U3143Z2,1,,584_2_191216,305_224_200518
U1686Z2,U1686Z5,1,,630_407_200518,307_16_200518
U1686Z2,U1686Z5,1,,630_329_200511,307_39_200518
U1686Z2,U1686Z5,1,,630_441_200518,307_37_200518
U1686Z2,U1686Z5,1,,630_425_200518,307_27_200518
U1851Z2,U1851Z4,1,,317_235_200316,392_68_200518
U1690Z2,U1690Z2,1,,350_42_191021,316_562_200518
U1690Z1,U1690Z1,1,,350_521_191021,316_563_200518
U1690Z1,U1690Z1,1,,350_15_191021,316_487_200518
U1690Z1,U1690Z1,1,,350_5_200316,316_514_200518
U1690Z2,U1690Z2,1,,350_6_200316,316_515_200518
U1690Z1,U1690Z1,1,,350_7_191021,316_516_200518
U1690Z2,U1690Z2,1,,350_8_191021,316_517_200518
U1690Z1,U1690Z1,1,,350_28_191021,316_507_200518
U1690Z1,U1690Z1,1,,350_526_191021,316_555_200518
U1690Z2,U1690Z2,1,,350_52_191021,316_556_200518
U1690Z1,U1690Z1,1,,350_53_191021,316_557_200518
U1712Z3,U1712Z2,1,,446_6_180430,317_235_200316
U1702Z2,U1702Z2,1,,318_82_200615,317_31_200316
U1702Z2,U1702Z2,1,,321_12_200316,318_27_200615
U1702Z1,U1702Z1,1,,317_144_200601,318_197_200601
U1702Z2,U1702Z2,1,,317_5_200316,318_3_200615
U1702Z1,U1702Z1,1,,321_17_200601,318_198_200601
U1702Z2,U1702Z2,1,,321_4_200316,318_64_200615
U1702Z1,U1702Z1,1,,318_214_200601,317_236_200601
U1712Z3,U1712Z1,1,,446_36_180430,317_236_200601
U1712Z3,U1712Z2,1,,446_50_180430,317_161_200316
U1709Z1,U1709Z2,1,,447_18_200518,317_161_200316
U1702Z2,U1702Z2,1,,318_262_200615,317_161_200316
U1702Z2,U1702Z2,1,,318_10_200615,321_9_200316
U1702Z1,U1702Z1,1,,318_240_200601,317_10_200601
U1851Z10,U1851Z10,1,,395_220_190902,317_136_191125
U1712Z3,U1712Z1,1,,446_8_180430,317_151_200601
U1702Z2,U1702Z2,1,,318_57_200615,317_162_200316
U1702Z1,U1702Z1,1,,321_36_190902,318_199_200601
U1702Z2,U1702Z2,1,,321_6_200316,318_35_200615
U1702Z1,U1702Z1,1,,318_207_200601,321_2_200601
U1702Z1,U1702Z1,1,,318_235_200601,317_283_200601
U1702Z2,U1702Z2,1,,318_21_200615,317_284_200518
U1702Z1,U1702Z1,1,,318_223_200601,317_139_200601
U1712Z3,U1712Z1,1,,446_56_180430,317_139_200601
U1851Z9,U1851Z10,1,,392_80_190902,317_139_200601
U1712Z3,U1712Z2,1,,446_74_190902,317_163_200316
U1709Z1,U1709Z2,1,,447_7_180702,317_163_200316
U1702Z2,U1702Z2,1,,318_87_200615,317_163_200316
U1712Z3,U1712Z1,1,,446_4_180430,317_237_200601
U1851Z10,U1851Z10,1,,395_223_190902,317_237_200601
U1702Z2,U1702Z2,1,,318_174_200615,317_164_200316
U1702Z1,U1702Z1,1,,318_197_200601,317_144_200601
U1712Z3,U1712Z1,1,,446_26_180430,317_144_200601
U1851Z10,U1851Z10,1,,395_261_190902,317_144_200601
U1712Z3,U1712Z2,1,,446_34_180430,317_165_200316
U1702Z2,U1702Z2,1,,318_37_200615,317_165_200316
U1702Z2,U1702Z2,1,,318_68_200615,321_24_200316
U1702Z2,U1702Z2,1,,317_20_200316,318_41_200615
U1702Z1,U1702Z1,1,,318_239_200601,317_145_200601
U1712Z3,U1712Z1,1,,446_60_180430,317_145_200601
U1851Z10,U1851Z10,1,,395_248_190902,317_145_200601
U1712Z3,U1712Z2,1,,446_67_180430,317_166_200316
U1702Z1,U1702Z1,1,,318_265_200615,317_50_190902
U1702Z2,U1702Z2,1,,318_51_200615,321_29_200316
U1702Z1,U1702Z1,1,,318_267_200615,317_48_190902
U1702Z2,U1702Z2,1,,318_85_200615,321_22_200316
U1702Z1,U1702Z1,1,,318_206_200601,317_52_190902
U1712Z3,U1712Z2,1,,446_12_180430,317_239_200316
U1702Z2,U1702Z2,1,,318_23_200615,317_239_200316
U1702Z1,U1702Z1,1,,318_241_200601,321_11_190902
U1702Z2,U1702Z2,1,,318_27_200615,321_12_200316
U1702Z1,U1702Z1,1,,318_213_200601,317_148_190902
U1712Z3,U1712Z2,1,,446_30_180430,317_27_200316
U1702Z2,U1702Z2,1,,318_49_200615,317_27_200316
U1702Z1,U1702Z1,1,,318_204_200601,317_28_190902
U1712Z3,U1712Z1,1,,446_40_180430,317_28_190902
U1702Z2,U1702Z2,1,,318_5_200615,317_29_200316
U1702Z1,U1702Z1,1,,318_205_200601,317_116_191125
U1712Z3,U1712Z1,1,,446_52_180430,317_116_191125
U1712Z3,U1712Z2,1,,446_62_180430,317_168_200316
U1709Z1,U1709Z2,1,,447_9_180702,317_168_200316
U1702Z2,U1702Z2,1,,318_25_200615,317_168_200316
U1709Z1,U1709Z2,1,,488_32_200518,320_92_200615
U1702Z1,U1702Z1,1,,318_228_200601,321_5_200601
U1702Z2,U1702Z2,1,,318_35_200615,321_6_200316
U1702Z1,U1702Z1,1,,318_203_200601,317_150_200601
U1712Z3,U1712Z1,1,,446_32_180430,317_150_200601
U1851Z10,U1851Z10,1,,395_239_190902,317_150_200601
U1712Z3,U1712Z2,1,,446_46_180430,317_169_200316
U1709Z1,U1709Z2,1,,447_20_180702,317_169_200316
U1702Z2,U1702Z2,1,,318_39_200615,317_169_200316
U1702Z2,U1702Z2,1,,318_72_200615,317_45_200316
U1712Z3,U1712Z1,1,,446_10_180430,317_137_191125
U1851Z9,U1851Z10,1,,392_75_190902,317_137_191125
U1851Z10,U1851Z10,1,,395_222_190902,317_240_200518
U1712Z3,U1712Z2,1,,446_42_180430,317_170_200316
U1702Z2,U1702Z2,1,,318_16_200615,317_170_200316
U1702Z2,U1702Z2,1,,318_32_200615,321_15_200316
U1702Z1,U1702Z1,1,,318_263_200615,317_30_190902
U1712Z3,U1712Z2,1,,446_10_180430,317_25_200316
U1702Z2,U1702Z2,1,,318_94_200615,317_25_200316
U1702Z1,U1702Z1,1,,318_236_200601,317_26_200601
U1712Z3,U1712Z1,1,,446_18_180430,317_26_200601
U1712Z3,U1712Z2,1,,446_38_180430,317_7_200316
U1709Z1,U1709Z2,1,,447_16_180702,317_7_200316
U1702Z2,U1702Z2,1,,318_9_200615,317_7_200316
U1702Z1,U1702Z1,1,,318_261_200615,317_19_200601
U1702Z2,U1702Z2,1,,318_41_200615,317_20_200316
U1702Z1,U1702Z1,1,,318_224_200601,321_30_200601
U1702Z1,U1702Z1,1,,317_124_200601,318_202_200601
U1702Z2,U1702Z2,1,,317_49_200316,318_11_200615
U1702Z1,U1702Z1,1,,318_220_200601,317_153_191125
U1712Z3,U1712Z1,1,,446_20_180430,317_153_191125
U1851Z10,U1851Z10,1,,395_221_200518,317_153_191125
U1712Z3,U1712Z2,1,,446_28_180430,317_171_200316
U1702Z2,U1702Z2,1,,318_76_200615,317_171_200316
U1702Z1,U1702Z1,1,,318_266_200615,317_122_191125
U1712Z3,U1712Z1,1,,446_44_180430,317_122_191125
U1712Z3,U1712Z2,1,,446_54_180430,317_172_200316
U1702Z2,U1702Z2,1,,318_53_200615,317_172_200316
U1702Z2,U1702Z2,1,,318_58_200615,321_7_200316
U1702Z1,U1702Z1,1,,318_233_200601,317_2_200601
U1712Z3,U1712Z1,1,,446_14_180430,317_2_200601
U1702Z1,U1702Z1,1,,318_225_200601,321_33_200601
U1702Z2,U1702Z2,1,,318_194_200615,321_34_200316
U1702Z1,U1702Z1,1,,317_150_200601,318_203_200601
U1702Z2,U1702Z2,1,,317_27_200316,318_49_200615
U1702Z1,U1702Z1,1,,317_28_190902,318_204_200601
U1702Z2,U1702Z2,1,,321_29_200316,318_51_200615
U1702Z1,U1702Z1,1,,317_116_191125,318_205_200601
U1702Z2,U1702Z2,1,,317_172_200316,318_53_200615
U1702Z1,U1702Z1,1,,317_52_190902,318_206_200601
U1702Z2,U1702Z2,1,,317_168_200316,318_25_200615
U1702Z1,U1702Z1,1,,318_202_200601,317_124_200601
U1712Z3,U1712Z1,1,,446_67_180430,317_124_200601
U2191Z2,U2191Z2,1,,392_71_200420,317_173_200316
U1702Z1,U1702Z1,1,,318_237_200601,317_4_200601
U1702Z2,U1702Z2,1,,318_3_200615,317_5_200316
U1702Z1,U1702Z1,1,,321_2_200601,318_207_200601
U1702Z2,U1702Z2,1,,317_165_200316,318_37_200615
U1702Z1,U1702Z1,1,,318_238_200601,317_156_200601
U1712Z3,U1712Z1,1,,446_48_180430,317_156_200601
U1712Z3,U1712Z2,1,,446_58_180430,317_174_200316
U1702Z2,U1702Z2,1,,318_43_200615,317_174_200316
U1702Z1,U1702Z1,1,,318_218_200601,321_19_200601
U1851Z10,U1851Z10,1,,395_255_190902,317_158_200601
U1712Z3,U1712Z2,1,,446_22_180430,317_175_200316
U1709Z1,U1709Z2,1,,447_13_180702,317_175_200316
U1702Z2,U1702Z2,1,,318_74_200615,317_175_200316
U1702Z1,U1702Z1,1,,318_198_200601,321_17_200601
U1702Z2,U1702Z2,1,,318_91_200615,321_18_200316
U1702Z2,U1702Z2,1,,321_15_200316,318_32_200615
U1709Z1,U1709Z2,1,,317_26_200601,447_10_180702
U1709Z1,U1709Z2,1,,321_33_200601,447_12_180702
U1712Z2,U1712Z3,1,,317_235_200316,446_7_180430
U1712Z1,U1712Z3,1,,317_151_200601,446_9_180430
U1712Z1,U1712Z3,1,,317_137_191125,446_11_180430
